aspect,worker,time,rating
you feeling that your work has value,AW11013875454,1495762993818,63
you not feeling anxious,AW11013875454,1495762993882,58
your emotional stability,AW11013875454,1495762993984,67
your health,AW11013875454,1495762994060,66
your knowledge skills and access to information,AW11013875454,1495762994122,77
your mental health,AW11013875454,1495762994228,70
your physical fitness,AW11013875454,1495762994335,57
your physical safety and security,AW11013875454,1495762994433,71
your sense of connection with other people,AW11013875454,1495762994511,57
how happy you feel,AW40198125962,1501592420352,49
how much you like your home house or apartment,AW40198125962,1501592420458,52
how satisfied you are with your life,AW40198125962,1501592420554,51
the extent to which you feel the things you do in your life are worthwhile,AW40198125962,1501592420620,56
the quality of your sleep,AW40198125962,1501592420699,51
you being a good moral person and living according to your personal values,AW40198125962,1501592420769,67
you being able to spend enough time with the ones you love,AW40198125962,1501592420858,56
you being able to support your family financially,AW40198125962,1501592420957,37
you feeling that your work has value,AW40198125962,1501592421030,45
you not feeling anxious,AW40198125962,1501592421147,41
your emotional stability,AW40198125962,1501592421257,53
your health,AW40198125962,1501592421344,58
your knowledge skills and access to information,AW40198125962,1501592421409,69
your mental health,AW40198125962,1501592421511,60
your physical fitness,AW40198125962,1501592421627,47
your physical safety and security,AW40198125962,1501592421696,62
your sense of connection with other people,AW40198125962,1501592421815,40
how happy you feel,AW24266445053,1483382980608,49
how much you like your home house or apartment,AW24266445053,1483382980713,47
how satisfied you are with your life,AW24266445053,1483382980798,43
the extent to which you feel the things you do in your life are worthwhile,AW24266445053,1483382980917,52
the quality of your sleep,AW24266445053,1483382980987,57
you being a good moral person and living according to your personal values,AW24266445053,1483382981086,72
you being able to spend enough time with the ones you love,AW24266445053,1483382981160,57
you being able to support your family financially,AW24266445053,1483382981254,33
you feeling that your work has value,AW24266445053,1483382981332,46
you not feeling anxious,AW24266445053,1483382981449,54
your emotional stability,AW24266445053,1483382981553,57
your health,AW24266445053,1483382981630,59
your knowledge skills and access to information,AW24266445053,1483382981721,71
your mental health,AW24266445053,1483382981832,65
your physical fitness,AW24266445053,1483382981900,43
your physical safety and security,AW24266445053,1483382982003,66
your sense of connection with other people,AW24266445053,1483382982065,48
how happy you feel,AW19925400637,1495619076096,64
how much you like your home house or apartment,AW19925400637,1495619076178,63
how satisfied you are with your life,AW19925400637,1495619076246,60
the extent to which you feel the things you do in your life are worthwhile,AW19925400637,1495619076357,64
the quality of your sleep,AW19925400637,1495619076440,70
you being a good moral person and living according to your personal values,AW19925400637,1495619076502,78
you being able to spend enough time with the ones you love,AW19925400637,1495619076618,69
you being able to support your family financially,AW19925400637,1495619076708,48
you feeling that your work has value,AW19925400637,1495619076779,61
you not feeling anxious,AW19925400637,1495619076855,62
your emotional stability,AW19925400637,1495619076940,64
your health,AW19925400637,1495619077035,68
your knowledge skills and access to information,AW19925400637,1495619077119,74
your mental health,AW19925400637,1495619077210,73
your physical fitness,AW19925400637,1495619077282,56
your physical safety and security,AW19925400637,1495619077347,75
your sense of connection with other people,AW19925400637,1495619077464,59
how happy you feel,AW7015785053,1483295162368,69
how much you like your home house or apartment,AW7015785053,1483295162437,78
how satisfied you are with your life,AW7015785053,1483295162503,67
the extent to which you feel the things you do in your life are worthwhile,AW7015785053,1483295162578,77
the quality of your sleep,AW7015785053,1483295162681,77
you being a good moral person and living according to your personal values,AW7015785053,1483295162765,89
you being able to spend enough time with the ones you love,AW7015785053,1483295162875,83
you being able to support your family financially,AW7015785053,1483295162960,58
you feeling that your work has value,AW7015785053,1483295163033,80
you not feeling anxious,AW7015785053,1483295163094,67
your emotional stability,AW7015785053,1483295163212,76
your health,AW7015785053,1483295163323,77
your knowledge skills and access to information,AW7015785053,1483295163424,86
your mental health,AW7015785053,1483295163526,86
your physical fitness,AW7015785053,1483295163590,67
your physical safety and security,AW7015785053,1483295163682,82
your sense of connection with other people,AW7015785053,1483295163762,69
how happy you feel,AW20800376464,1499912339456,51
how much you like your home house or apartment,AW20800376464,1499912339557,46
how satisfied you are with your life,AW20800376464,1499912339674,44
the extent to which you feel the things you do in your life are worthwhile,AW20800376464,1499912339762,50
the quality of your sleep,AW20800376464,1499912339868,43
you being a good moral person and living according to your personal values,AW20800376464,1499912339938,63
you being able to spend enough time with the ones you love,AW20800376464,1499912340006,54
you being able to support your family financially,AW20800376464,1499912340091,34
you feeling that your work has value,AW20800376464,1499912340189,45
you not feeling anxious,AW20800376464,1499912340267,24
your emotional stability,AW20800376464,1499912340376,51
your health,AW20800376464,1499912340449,53
your knowledge skills and access to information,AW20800376464,1499912340545,61
your mental health,AW20800376464,1499912340622,54
your physical fitness,AW20800376464,1499912340734,41
your physical safety and security,AW20800376464,1499912340814,58
your sense of connection with other people,AW20800376464,1499912340880,41
how happy you feel,AW22108485023,1502344249344,76
how much you like your home house or apartment,AW22108485023,1502344249412,72
how satisfied you are with your life,AW22108485023,1502344249509,75
the extent to which you feel the things you do in your life are worthwhile,AW22108485023,1502344249574,74
the quality of your sleep,AW22108485023,1502344249686,73
you being a good moral person and living according to your personal values,AW22108485023,1502344249762,79
you being able to spend enough time with the ones you love,AW22108485023,1502344249854,79
you being able to support your family financially,AW22108485023,1502344249938,63
you feeling that your work has value,AW22108485023,1502344250033,69
you not feeling anxious,AW22108485023,1502344250106,70
your emotional stability,AW22108485023,1502344250216,71
your health,AW22108485023,1502344250335,74
your knowledge skills and access to information,AW22108485023,1502344250422,78
your mental health,AW22108485023,1502344250528,77
your physical fitness,AW22108485023,1502344250619,63
your physical safety and security,AW22108485023,1502344250732,79
your sense of connection with other people,AW22108485023,1502344250839,68
how happy you feel,AW8248125509,1495163076608,45
how much you like your home house or apartment,AW8248125509,1495163076687,46
how satisfied you are with your life,AW8248125509,1495163076747,47
the extent to which you feel the things you do in your life are worthwhile,AW8248125509,1495163076846,47
the quality of your sleep,AW8248125509,1495163076916,40
you being a good moral person and living according to your personal values,AW8248125509,1495163077009,59
you being able to spend enough time with the ones you love,AW8248125509,1495163077077,42
you being able to support your family financially,AW8248125509,1495163077171,42
you feeling that your work has value,AW8248125509,1495163077281,48
you not feeling anxious,AW8248125509,1495163077379,15
your emotional stability,AW8248125509,1495163077471,43
your health,AW8248125509,1495163077556,45
your knowledge skills and access to information,AW8248125509,1495163077640,53
your mental health,AW8248125509,1495163077727,44
your physical fitness,AW8248125509,1495163077839,35
your physical safety and security,AW8248125509,1495163077901,56
your sense of connection with other people,AW8248125509,1495163077964,36
how happy you feel,AW68717681645,1493331214336,44
how much you like your home house or apartment,AW68717681645,1493331214451,50
how satisfied you are with your life,AW68717681645,1493331214563,50
the extent to which you feel the things you do in your life are worthwhile,AW68717681645,1493331214654,48
the quality of your sleep,AW68717681645,1493331214761,48
you being a good moral person and living according to your personal values,AW68717681645,1493331214880,60
you being able to spend enough time with the ones you love,AW68717681645,1493331214940,45
you being able to support your family financially,AW68717681645,1493331215040,46
you feeling that your work has value,AW68717681645,1493331215124,44
you not feeling anxious,AW68717681645,1493331215205,26
your emotional stability,AW68717681645,1493331215271,50
your health,AW68717681645,1493331215345,52
your knowledge skills and access to information,AW68717681645,1493331215415,60
your mental health,AW68717681645,1493331215514,53
your physical fitness,AW68717681645,1493331215594,40
your physical safety and security,AW68717681645,1493331215659,58
your sense of connection with other people,AW68717681645,1493331215732,38
how happy you feel,AW34300143674,1496103780352,69
how much you like your home house or apartment,AW34300143674,1496103780421,71
how satisfied you are with your life,AW34300143674,1496103780505,72
the extent to which you feel the things you do in your life are worthwhile,AW34300143674,1496103780586,71
the quality of your sleep,AW34300143674,1496103780687,62
you being a good moral person and living according to your personal values,AW34300143674,1496103780790,77
you being able to spend enough time with the ones you love,AW34300143674,1496103780892,66
you being able to support your family financially,AW34300143674,1496103781009,58
you feeling that your work has value,AW34300143674,1496103781092,71
you not feeling anxious,AW34300143674,1496103781182,60
your emotional stability,AW34300143674,1496103781277,68
your health,AW34300143674,1496103781391,71
your knowledge skills and access to information,AW34300143674,1496103781458,74
your mental health,AW34300143674,1496103781524,69
your physical fitness,AW34300143674,1496103781624,61
your physical safety and security,AW34300143674,1496103781696,75
your sense of connection with other people,AW34300143674,1496103781784,63
how happy you feel,AW3225471722,1482669162496,68
how much you like your home house or apartment,AW3225471722,1482669162613,70
how satisfied you are with your life,AW3225471722,1482669162731,67
the extent to which you feel the things you do in your life are worthwhile,AW3225471722,1482669162841,66
the quality of your sleep,AW3225471722,1482669162913,67
you being a good moral person and living according to your personal values,AW3225471722,1482669162987,80
you being able to spend enough time with the ones you love,AW3225471722,1482669163056,72
you being able to support your family financially,AW3225471722,1482669163134,59
you feeling that your work has value,AW3225471722,1482669163211,65
you not feeling anxious,AW3225471722,1482669163274,66
your emotional stability,AW3225471722,1482669163379,65
your health,AW3225471722,1482669163478,71
your knowledge skills and access to information,AW3225471722,1482669163553,78
your mental health,AW3225471722,1482669163651,76
your physical fitness,AW3225471722,1482669163737,64
your physical safety and security,AW3225471722,1482669163850,71
your sense of connection with other people,AW3225471722,1482669163911,60
how happy you feel,AW59280595057,1482623811584,39
how much you like your home house or apartment,AW59280595057,1482623811677,34
how satisfied you are with your life,AW59280595057,1482623811765,25
the extent to which you feel the things you do in your life are worthwhile,AW59280595057,1482623811829,41
the quality of your sleep,AW59280595057,1482623811931,51
you being a good moral person and living according to your personal values,AW59280595057,1482623812049,64
you being able to spend enough time with the ones you love,AW59280595057,1482623812165,53
you being able to support your family financially,AW59280595057,1482623812270,17
you feeling that your work has value,AW59280595057,1482623812340,34
you not feeling anxious,AW59280595057,1482623812425,38
your emotional stability,AW59280595057,1482623812545,45
your health,AW59280595057,1482623812664,47
your knowledge skills and access to information,AW59280595057,1482623812748,60
your mental health,AW59280595057,1482623812825,58
your physical fitness,AW59280595057,1482623812894,36
your physical safety and security,AW59280595057,1482623812956,57
your sense of connection with other people,AW59280595057,1482623813034,40
how happy you feel,AW32291747833,1483315216384,68
how much you like your home house or apartment,AW32291747833,1483315216456,66
how satisfied you are with your life,AW32291747833,1483315216574,58
the extent to which you feel the things you do in your life are worthwhile,AW32291747833,1483315216635,69
the quality of your sleep,AW32291747833,1483315216743,68
you being a good moral person and living according to your personal values,AW32291747833,1483315216811,81
you being able to spend enough time with the ones you love,AW32291747833,1483315216875,71
you being able to support your family financially,AW32291747833,1483315216952,47
you feeling that your work has value,AW32291747833,1483315217031,62
you not feeling anxious,AW32291747833,1483315217119,59
your emotional stability,AW32291747833,1483315217199,70
your health,AW32291747833,1483315217299,72
your knowledge skills and access to information,AW32291747833,1483315217373,74
your mental health,AW32291747833,1483315217474,75
your physical fitness,AW32291747833,1483315217579,51
your physical safety and security,AW32291747833,1483315217641,72
your sense of connection with other people,AW32291747833,1483315217728,59
how happy you feel,AW48751162651,1500052193280,66
how much you like your home house or apartment,AW48751162651,1500052193369,71
how satisfied you are with your life,AW48751162651,1500052193474,72
the extent to which you feel the things you do in your life are worthwhile,AW48751162651,1500052193566,75
the quality of your sleep,AW48751162651,1500052193659,68
you being a good moral person and living according to your personal values,AW48751162651,1500052193772,82
you being able to spend enough time with the ones you love,AW48751162651,1500052193889,75
you being able to support your family financially,AW48751162651,1500052193985,52
you feeling that your work has value,AW48751162651,1500052194086,68
you not feeling anxious,AW48751162651,1500052194180,58
your emotional stability,AW48751162651,1500052194280,75
your health,AW48751162651,1500052194383,74
your knowledge skills and access to information,AW48751162651,1500052194480,77
your mental health,AW48751162651,1500052194557,77
your physical fitness,AW48751162651,1500052194644,60
your physical safety and security,AW48751162651,1500052194717,75
your sense of connection with other people,AW48751162651,1500052194833,66
how happy you feel,AW453361696,1482471768064,31
how much you like your home house or apartment,AW453361696,1482471768148,27
how satisfied you are with your life,AW453361696,1482471768239,25
the extent to which you feel the things you do in your life are worthwhile,AW453361696,1482471768333,30
the quality of your sleep,AW453361696,1482471768408,28
you being a good moral person and living according to your personal values,AW453361696,1482471768512,49
you being able to spend enough time with the ones you love,AW453361696,1482471768576,37
you being able to support your family financially,AW453361696,1482471768694,22
you feeling that your work has value,AW453361696,1482471768796,27
you not feeling anxious,AW453361696,1482471768875,13
your emotional stability,AW453361696,1482471768978,38
your health,AW453361696,1482471769086,40
your knowledge skills and access to information,AW453361696,1482471769185,50
your mental health,AW453361696,1482471769286,38
your physical fitness,AW453361696,1482471769363,27
your physical safety and security,AW453361696,1482471769436,45
your sense of connection with other people,AW453361696,1482471769552,23
how happy you feel,AW16869338264,1495736385536,53
how much you like your home house or apartment,AW16869338264,1495736385620,59
how satisfied you are with your life,AW16869338264,1495736385727,50
the extent to which you feel the things you do in your life are worthwhile,AW16869338264,1495736385838,62
the quality of your sleep,AW16869338264,1495736385950,59
you being a good moral person and living according to your personal values,AW16869338264,1495736386050,75
you being able to spend enough time with the ones you love,AW16869338264,1495736386143,68
you being able to support your family financially,AW16869338264,1495736386215,38
you feeling that your work has value,AW16869338264,1495736386282,54
you not feeling anxious,AW16869338264,1495736386361,56
your emotional stability,AW16869338264,1495736386466,66
your health,AW16869338264,1495736386552,65
your knowledge skills and access to information,AW16869338264,1495736386646,72
your mental health,AW16869338264,1495736386744,73
your physical fitness,AW16869338264,1495736386809,55
your physical safety and security,AW16869338264,1495736386877,69
your sense of connection with other people,AW16869338264,1495736386991,52
how happy you feel,AW35454888245,1493514584064,33
how much you like your home house or apartment,AW35454888245,1493514584183,35
how satisfied you are with your life,AW35454888245,1493514584263,23
the extent to which you feel the things you do in your life are worthwhile,AW35454888245,1493514584355,32
the quality of your sleep,AW35454888245,1493514584417,33
you being a good moral person and living according to your personal values,AW35454888245,1493514584502,52
you being able to spend enough time with the ones you love,AW35454888245,1493514584608,37
you being able to support your family financially,AW35454888245,1493514584698,16
you feeling that your work has value,AW35454888245,1493514584767,29
you not feeling anxious,AW35454888245,1493514584855,17
your emotional stability,AW35454888245,1493514584971,35
your health,AW35454888245,1493514585045,36
your knowledge skills and access to information,AW35454888245,1493514585162,54
your mental health,AW35454888245,1493514585222,41
your physical fitness,AW35454888245,1493514585318,26
your physical safety and security,AW35454888245,1493514585418,47
your sense of connection with other people,AW35454888245,1493514585512,25
how happy you feel,AW39267958990,1495167795200,69
how much you like your home house or apartment,AW39267958990,1495167795284,70
how satisfied you are with your life,AW39267958990,1495167795398,78
the extent to which you feel the things you do in your life are worthwhile,AW39267958990,1495167795502,68
the quality of your sleep,AW39267958990,1495167795577,55
you being a good moral person and living according to your personal values,AW39267958990,1495167795646,72
you being able to spend enough time with the ones you love,AW39267958990,1495167795729,63
you being able to support your family financially,AW39267958990,1495167795803,71
you feeling that your work has value,AW39267958990,1495167795893,69
you not feeling anxious,AW39267958990,1495167795963,42
your emotional stability,AW39267958990,1495167796080,68
your health,AW39267958990,1495167796173,71
your knowledge skills and access to information,AW39267958990,1495167796258,69
your mental health,AW39267958990,1495167796357,63
your physical fitness,AW39267958990,1495167796418,63
your physical safety and security,AW39267958990,1495167796486,68
your sense of connection with other people,AW39267958990,1495167796566,58
how happy you feel,AW20618638018,1482617389056,34
how much you like your home house or apartment,AW20618638018,1482617389137,36
how satisfied you are with your life,AW20618638018,1482617389257,34
the extent to which you feel the things you do in your life are worthwhile,AW20618638018,1482617389343,42
the quality of your sleep,AW20618638018,1482617389416,39
you being a good moral person and living according to your personal values,AW20618638018,1482617389518,59
you being able to spend enough time with the ones you love,AW20618638018,1482617389608,50
you being able to support your family financially,AW20618638018,1482617389699,25
you feeling that your work has value,AW20618638018,1482617389773,39
you not feeling anxious,AW20618638018,1482617389889,33
your emotional stability,AW20618638018,1482617390000,43
your health,AW20618638018,1482617390106,50
your knowledge skills and access to information,AW20618638018,1482617390210,62
your mental health,AW20618638018,1482617390282,52
your physical fitness,AW20618638018,1482617390383,33
your physical safety and security,AW20618638018,1482617390483,55
your sense of connection with other people,AW20618638018,1482617390559,32
how happy you feel,AW15073040764,1482436640768,57
how much you like your home house or apartment,AW15073040764,1482436640883,63
how satisfied you are with your life,AW15073040764,1482436640982,58
the extent to which you feel the things you do in your life are worthwhile,AW15073040764,1482436641048,59
the quality of your sleep,AW15073040764,1482436641122,58
you being a good moral person and living according to your personal values,AW15073040764,1482436641207,78
you being able to spend enough time with the ones you love,AW15073040764,1482436641284,67
you being able to support your family financially,AW15073040764,1482436641404,46
you feeling that your work has value,AW15073040764,1482436641479,62
you not feeling anxious,AW15073040764,1482436641544,49
your emotional stability,AW15073040764,1482436641644,65
your health,AW15073040764,1482436641735,65
your knowledge skills and access to information,AW15073040764,1482436641818,70
your mental health,AW15073040764,1482436641930,68
your physical fitness,AW15073040764,1482436642001,53
your physical safety and security,AW15073040764,1482436642087,70
your sense of connection with other people,AW15073040764,1482436642159,53
how happy you feel,AW59762239772,1502765514752,39
how much you like your home house or apartment,AW59762239772,1502765514812,37
how satisfied you are with your life,AW59762239772,1502765514883,37
the extent to which you feel the things you do in your life are worthwhile,AW59762239772,1502765514960,44
the quality of your sleep,AW59762239772,1502765515040,32
you being a good moral person and living according to your personal values,AW59762239772,1502765515105,53
you being able to spend enough time with the ones you love,AW59762239772,1502765515204,39
you being able to support your family financially,AW59762239772,1502765515314,31
you feeling that your work has value,AW59762239772,1502765515433,36
you not feeling anxious,AW59762239772,1502765515514,20
your emotional stability,AW59762239772,1502765515599,36
your health,AW59762239772,1502765515661,43
your knowledge skills and access to information,AW59762239772,1502765515748,54
your mental health,AW59762239772,1502765515812,44
your physical fitness,AW59762239772,1502765515906,32
your physical safety and security,AW59762239772,1502765515973,50
your sense of connection with other people,AW59762239772,1502765516069,24
how happy you feel,AW62586097542,1495647518720,46
how much you like your home house or apartment,AW62586097542,1495647518799,44
how satisfied you are with your life,AW62586097542,1495647518859,46
the extent to which you feel the things you do in your life are worthwhile,AW62586097542,1495647518942,52
the quality of your sleep,AW62586097542,1495647519007,40
you being a good moral person and living according to your personal values,AW62586097542,1495647519121,58
you being able to spend enough time with the ones you love,AW62586097542,1495647519190,48
you being able to support your family financially,AW62586097542,1495647519310,36
you feeling that your work has value,AW62586097542,1495647519387,45
you not feeling anxious,AW62586097542,1495647519490,33
your emotional stability,AW62586097542,1495647519560,55
your health,AW62586097542,1495647519631,50
your knowledge skills and access to information,AW62586097542,1495647519697,62
your mental health,AW62586097542,1495647519807,51
your physical fitness,AW62586097542,1495647519922,44
your physical safety and security,AW62586097542,1495647520028,55
your sense of connection with other people,AW62586097542,1495647520132,39
how happy you feel,AW21026950588,1483284676608,32
how much you like your home house or apartment,AW21026950588,1483284676705,30
how satisfied you are with your life,AW21026950588,1483284676779,24
the extent to which you feel the things you do in your life are worthwhile,AW21026950588,1483284676870,37
the quality of your sleep,AW21026950588,1483284676978,44
you being a good moral person and living according to your personal values,AW21026950588,1483284677045,59
you being able to spend enough time with the ones you love,AW21026950588,1483284677138,46
you being able to support your family financially,AW21026950588,1483284677257,15
you feeling that your work has value,AW21026950588,1483284677373,33
you not feeling anxious,AW21026950588,1483284677490,36
your emotional stability,AW21026950588,1483284677578,40
your health,AW21026950588,1483284677664,43
your knowledge skills and access to information,AW21026950588,1483284677741,58
your mental health,AW21026950588,1483284677807,50
your physical fitness,AW21026950588,1483284677907,29
your physical safety and security,AW21026950588,1483284678013,52
your sense of connection with other people,AW21026950588,1483284678084,29
how happy you feel,AW27776132746,1493510520832,60
how much you like your home house or apartment,AW27776132746,1493510520923,65
how satisfied you are with your life,AW27776132746,1493510520995,57
the extent to which you feel the things you do in your life are worthwhile,AW27776132746,1493510521074,60
the quality of your sleep,AW27776132746,1493510521137,70
you being a good moral person and living according to your personal values,AW27776132746,1493510521238,83
you being able to spend enough time with the ones you love,AW27776132746,1493510521346,79
you being able to support your family financially,AW27776132746,1493510521429,43
you feeling that your work has value,AW27776132746,1493510521500,60
you not feeling anxious,AW27776132746,1493510521619,66
your emotional stability,AW27776132746,1493510521679,66
your health,AW27776132746,1493510521781,66
your knowledge skills and access to information,AW27776132746,1493510521899,78
your mental health,AW27776132746,1493510521997,77
your physical fitness,AW27776132746,1493510522110,53
your physical safety and security,AW27776132746,1493510522214,75
your sense of connection with other people,AW27776132746,1493510522326,55
how happy you feel,AW33925809567,1495808344064,96
how much you like your home house or apartment,AW33925809567,1495808344128,97
how satisfied you are with your life,AW33925809567,1495808344247,95
the extent to which you feel the things you do in your life are worthwhile,AW33925809567,1495808344335,92
the quality of your sleep,AW33925809567,1495808344450,90
you being a good moral person and living according to your personal values,AW33925809567,1495808344521,95
you being able to spend enough time with the ones you love,AW33925809567,1495808344590,90
you being able to support your family financially,AW33925809567,1495808344683,83
you feeling that your work has value,AW33925809567,1495808344746,88
you not feeling anxious,AW33925809567,1495808344849,87
your emotional stability,AW33925809567,1495808344960,96
your health,AW33925809567,1495808345040,94
your knowledge skills and access to information,AW33925809567,1495808345153,94
your mental health,AW33925809567,1495808345263,100
your physical fitness,AW33925809567,1495808345369,81
your physical safety and security,AW33925809567,1495808345450,98
your sense of connection with other people,AW33925809567,1495808345547,83
how happy you feel,AW62218278544,1493494398976,80
how much you like your home house or apartment,AW62218278544,1493494399083,77
how satisfied you are with your life,AW62218278544,1493494399148,80
the extent to which you feel the things you do in your life are worthwhile,AW62218278544,1493494399221,77
the quality of your sleep,AW62218278544,1493494399321,66
you being a good moral person and living according to your personal values,AW62218278544,1493494399404,78
you being able to spend enough time with the ones you love,AW62218278544,1493494399480,74
you being able to support your family financially,AW62218278544,1493494399566,65
you feeling that your work has value,AW62218278544,1493494399669,74
you not feeling anxious,AW62218278544,1493494399749,59
your emotional stability,AW62218278544,1493494399853,72
your health,AW62218278544,1493494399914,73
your knowledge skills and access to information,AW62218278544,1493494399977,77
your mental health,AW62218278544,1493494400059,82
your physical fitness,AW62218278544,1493494400174,65
your physical safety and security,AW62218278544,1493494400269,77
your sense of connection with other people,AW62218278544,1493494400381,71
how happy you feel,AW1083918072,1493493612544,56
how much you like your home house or apartment,AW1083918072,1493493612627,54
how satisfied you are with your life,AW1083918072,1493493612735,58
the extent to which you feel the things you do in your life are worthwhile,AW1083918072,1493493612810,56
the quality of your sleep,AW1083918072,1493493612870,49
you being a good moral person and living according to your personal values,AW1083918072,1493493612955,62
you being able to spend enough time with the ones you love,AW1083918072,1493493613065,55
you being able to support your family financially,AW1083918072,1493493613137,48
you feeling that your work has value,AW1083918072,1493493613246,51
you not feeling anxious,AW1083918072,1493493613323,39
your emotional stability,AW1083918072,1493493613392,51
your health,AW1083918072,1493493613494,58
your knowledge skills and access to information,AW1083918072,1493493613556,61
your mental health,AW1083918072,1493493613655,56
your physical fitness,AW1083918072,1493493613742,53
your physical safety and security,AW1083918072,1493493613843,65
your sense of connection with other people,AW1083918072,1493493613955,49
how happy you feel,AW35527142643,1483254923264,56
how much you like your home house or apartment,AW35527142643,1483254923344,67
how satisfied you are with your life,AW35527142643,1483254923419,66
the extent to which you feel the things you do in your life are worthwhile,AW35527142643,1483254923515,74
the quality of your sleep,AW35527142643,1483254923593,62
you being a good moral person and living according to your personal values,AW35527142643,1483254923660,73
you being able to spend enough time with the ones you love,AW35527142643,1483254923775,60
you being able to support your family financially,AW35527142643,1483254923849,60
you feeling that your work has value,AW35527142643,1483254923919,64
you not feeling anxious,AW35527142643,1483254924001,44
your emotional stability,AW35527142643,1483254924065,63
your health,AW35527142643,1483254924137,67
your knowledge skills and access to information,AW35527142643,1483254924198,70
your mental health,AW35527142643,1483254924304,70
your physical fitness,AW35527142643,1483254924421,64
your physical safety and security,AW35527142643,1483254924510,74
your sense of connection with other people,AW35527142643,1483254924573,61
how happy you feel,AW61014344749,1502359846912,57
how much you like your home house or apartment,AW61014344749,1502359847026,58
how satisfied you are with your life,AW61014344749,1502359847124,46
the extent to which you feel the things you do in your life are worthwhile,AW61014344749,1502359847241,58
the quality of your sleep,AW61014344749,1502359847314,62
you being a good moral person and living according to your personal values,AW61014344749,1502359847433,73
you being able to spend enough time with the ones you love,AW61014344749,1502359847512,67
you being able to support your family financially,AW61014344749,1502359847604,39
you feeling that your work has value,AW61014344749,1502359847709,56
you not feeling anxious,AW61014344749,1502359847809,52
your emotional stability,AW61014344749,1502359847874,61
your health,AW61014344749,1502359847954,62
your knowledge skills and access to information,AW61014344749,1502359848074,74
your mental health,AW61014344749,1502359848160,70
your physical fitness,AW61014344749,1502359848254,50
your physical safety and security,AW61014344749,1502359848335,68
your sense of connection with other people,AW61014344749,1502359848404,49
how happy you feel,AW47099518337,1499817050112,67
how much you like your home house or apartment,AW47099518337,1499817050200,63
how satisfied you are with your life,AW47099518337,1499817050301,74
the extent to which you feel the things you do in your life are worthwhile,AW47099518337,1499817050368,72
the quality of your sleep,AW47099518337,1499817050474,60
you being a good moral person and living according to your personal values,AW47099518337,1499817050569,70
you being able to spend enough time with the ones you love,AW47099518337,1499817050682,68
you being able to support your family financially,AW47099518337,1499817050745,63
you feeling that your work has value,AW47099518337,1499817050842,63
you not feeling anxious,AW47099518337,1499817050919,39
your emotional stability,AW47099518337,1499817051038,64
your health,AW47099518337,1499817051134,72
your knowledge skills and access to information,AW47099518337,1499817051227,71
your mental health,AW47099518337,1499817051300,64
your physical fitness,AW47099518337,1499817051415,64
your physical safety and security,AW47099518337,1499817051495,69
your sense of connection with other people,AW47099518337,1499817051557,59
how happy you feel,AW5787724708,1483321901056,57
how much you like your home house or apartment,AW5787724708,1483321901157,58
how satisfied you are with your life,AW5787724708,1483321901264,58
the extent to which you feel the things you do in your life are worthwhile,AW5787724708,1483321901352,61
the quality of your sleep,AW5787724708,1483321901463,57
you being a good moral person and living according to your personal values,AW5787724708,1483321901543,72
you being able to spend enough time with the ones you love,AW5787724708,1483321901645,69
you being able to support your family financially,AW5787724708,1483321901734,46
you feeling that your work has value,AW5787724708,1483321901832,57
you not feeling anxious,AW5787724708,1483321901899,58
your emotional stability,AW5787724708,1483321901985,63
your health,AW5787724708,1483321902088,64
your knowledge skills and access to information,AW5787724708,1483321902207,69
your mental health,AW5787724708,1483321902322,64
your physical fitness,AW5787724708,1483321902414,45
your physical safety and security,AW5787724708,1483321902483,71
your sense of connection with other people,AW5787724708,1483321902554,56
how happy you feel,AW52987230956,1493488107520,65
how much you like your home house or apartment,AW52987230956,1493488107638,54
how satisfied you are with your life,AW52987230956,1493488107736,53
the extent to which you feel the things you do in your life are worthwhile,AW52987230956,1493488107831,58
the quality of your sleep,AW52987230956,1493488107942,69
you being a good moral person and living according to your personal values,AW52987230956,1493488108042,80
you being able to spend enough time with the ones you love,AW52987230956,1493488108148,65
you being able to support your family financially,AW52987230956,1493488108226,43
you feeling that your work has value,AW52987230956,1493488108333,57
you not feeling anxious,AW52987230956,1493488108393,58
your emotional stability,AW52987230956,1493488108509,63
your health,AW52987230956,1493488108600,65
your knowledge skills and access to information,AW52987230956,1493488108720,77
your mental health,AW52987230956,1493488108806,79
your physical fitness,AW52987230956,1493488108914,51
your physical safety and security,AW52987230956,1493488109004,71
your sense of connection with other people,AW52987230956,1493488109119,53
how happy you feel,AW39844388899,1499772747776,100
how much you like your home house or apartment,AW39844388899,1499772747888,100
how satisfied you are with your life,AW39844388899,1499772747961,99
the extent to which you feel the things you do in your life are worthwhile,AW39844388899,1499772748069,100
the quality of your sleep,AW39844388899,1499772748132,97
you being a good moral person and living according to your personal values,AW39844388899,1499772748214,98
you being able to spend enough time with the ones you love,AW39844388899,1499772748324,100
you being able to support your family financially,AW39844388899,1499772748425,93
you feeling that your work has value,AW39844388899,1499772748491,95
you not feeling anxious,AW39844388899,1499772748584,93
your emotional stability,AW39844388899,1499772748652,100
your health,AW39844388899,1499772748721,99
your knowledge skills and access to information,AW39844388899,1499772748791,97
your mental health,AW39844388899,1499772748886,100
your physical fitness,AW39844388899,1499772748984,84
your physical safety and security,AW39844388899,1499772749087,100
your sense of connection with other people,AW39844388899,1499772749172,93
how happy you feel,AW45391334552,1495624056832,100
how much you like your home house or apartment,AW45391334552,1495624056938,100
